systolic_mmhg,diastolic_mmhg,map_mmhg,respiration_bpm,r1_pi_value,r2_pi_value,r3_pr_bpm_value,r3_pi_value,r1_events,r2_events,r3_events
77,56,65,14,0.6,2.7,104.0,0.78,,,
77,56,65,14,0.61,2.7,103.0,0.79,,,
77,56,65,14,0.64,2.9,103.0,0.79,,,
77,56,66,14,0.64,2.9,103.0,0.79,,,
76,56,65,14,0.65,2.9,104.0,0.78,,,
79,57,68,13,0.65,2.9,104.0,0.78,,,
89,62,74,13,0.65,2.9,106.0,0.77,,,
85,59,71,13,0.65,2.9,106.0,0.77,,,
83,59,70,13,0.65,2.9,107.0,0.76,,,
84,59,70,13,0.65,2.9,107.0,0.76,,,
84,60,71,13,0.65,2.9,107.0,0.75,,,
84,59,70,13,0.65,2.9,107.0,0.74,,,
84,59,70,13,0.65,2.9,107.0,0.74,,,
84,60,71,13,0.65,2.9,107.0,0.74,,,
84,60,71,14,0.65,2.8,107.0,0.74,,,
84,60,71,14,0.64,2.8,107.0,0.73,,,
84,59,70,14,0.64,2.8,107.0,0.73,,,
85,60,71,14,0.64,2.8,107.0,0.73,,,
88,62,73,14,0.64,2.8,107.0,0.73,,,
95,64,78,14,0.64,2.8,108.0,0.73,,,
77,56,66,14,0.64,2.8,109.0,0.72,,,
79,57,67,14,0.63,2.8,110.0,0.72,,,
79,57,67,14,0.63,2.8,110.0,0.72,,,
84,59,70,14,0.63,2.8,111.0,0.71,,,
86,60,72,14,0.62,2.7,111.0,0.71,,,
86,60,72,14,0.61,2.7,110.0,0.7,,,
86,60,72,14,0.61,2.7,111.0,0.69,,,
86,60,72,13,0.6,2.7,111.0,0.68,,,
84,59,70,13,0.59,2.6,112.0,0.67,,,
85,60,71,13,0.59,2.6,112.0,0.65,,,
83,59,69,13,0.58,2.6,112.0,0.64,,,
84,59,70,13,0.57,2.5,113.0,0.63,,,
83,61,72,13,0.57,2.5,113.0,0.62,,,
77,56,65,13,0.56,2.4,113.0,0.61,,,
77,56,65,13,0.55,2.4,113.0,0.6,,,
79,57,66,13,0.55,2.3,113.0,0.59,,,
79,57,66,13,0.54,2.2,113.0,0.58,,,
79,57,66,13,0.53,2.2,112.0,0.56,,,
79,57,66,13,0.52,2.1,112.0,0.56,,,
79,57,66,13,0.52,2.1,111.0,0.55,,,
82,59,69,14,0.51,2.1,111.0,0.55,,,
84,59,70,14,0.51,2.0,111.0,0.54,,,
84,59,70,14,0.51,2.0,110.0,0.54,,,
84,59,70,14,0.5,2.0,110.0,0.54,,,
82,59,69,14,0.5,2.0,110.0,0.54,,,
81,58,68,14,0.49,2.0,110.0,0.53,,,
81,58,68,15,0.49,1.9,109.0,0.53,,,
81,58,68,15,0.49,1.9,109.0,0.53,,,
81,58,68,15,0.48,1.9,109.0,0.53,,,
81,58,68,15,0.48,1.9,109.0,0.52,,,
81,58,68,15,0.47,1.9,109.0,0.52,,,
81,58,68,15,0.47,1.9,108.0,0.52,,,
81,58,68,15,0.47,1.9,108.0,0.51,,,
79,57,67,14,0.46,1.9,108.0,0.51,,,
80,57,67,14,0.46,1.8,108.0,0.5,,,
79,57,67,14,0.45,1.8,108.0,0.49,,,
79,57,67,14,0.45,1.8,108.0,0.48,,,
79,57,66,14,0.44,1.8,108.0,0.47,,,
79,57,67,14,0.44,1.8,108.0,0.46,,,
81,58,68,14,0.43,1.7,108.0,0.45,,,
84,59,70,14,0.42,1.7,109.0,0.44,,,
84,59,70,14,0.42,1.7,108.0,0.43,,,
86,61,72,14,0.41,1.7,109.0,0.42,,,
84,59,70,14,0.4,1.6,108.0,0.42,,,
81,58,68,14,0.4,1.6,109.0,0.41,,,
84,59,70,14,0.39,1.6,108.0,0.41,,,
82,58,69,14,0.39,1.6,109.0,0.4,,,
82,60,71,14,0.38,1.5,108.0,0.39,,,
85,60,71,14,0.38,1.5,109.0,0.39,,,
85,60,71,14,0.38,1.5,108.0,0.39,,,
85,60,71,14,0.37,1.5,108.0,0.39,,,
84,60,71,14,0.37,1.5,108.0,0.39,,,
83,59,70,14,0.37,1.5,107.0,0.39,,,
81,58,68,14,0.37,1.4,107.0,0.39,,,
81,58,68,14,0.37,1.4,107.0,0.39,,,
82,58,69,14,0.37,1.4,108.0,0.38,,,
84,60,70,14,0.36,1.4,107.0,0.38,,,
84,60,71,14,0.36,1.4,107.0,0.37,,,
89,62,73,14,0.36,1.4,107.0,0.37,,,
96,65,78,14,0.36,1.3,107.0,0.37,,,
81,58,67,13,0.36,1.3,107.0,0.37,,,
81,58,68,13,0.36,1.3,107.0,0.37,,,
80,57,67,13,0.35,1.3,107.0,0.37,,,
80,57,67,13,0.35,1.3,107.0,0.37,,,
80,57,67,13,0.35,1.3,107.0,0.37,,,
80,58,68,13,0.35,1.3,107.0,0.37,,,
80,58,68,13,0.34,1.3,106.0,0.37,,,
80,58,68,13,0.34,1.3,106.0,0.37,,,
82,59,69,13,0.34,1.3,105.0,0.36,,,
82,59,69,13,0.33,1.3,105.0,0.35,,,
81,58,68,13,0.33,1.3,105.0,0.35,,,
81,58,68,13,0.33,1.3,105.0,0.34,,,
78,57,66,13,0.33,1.3,105.0,0.34,,,
78,57,66,13,0.33,1.3,105.0,0.34,,,
81,58,68,13,0.32,1.3,105.0,0.34,,,
79,57,67,13,0.32,1.3,104.0,0.33,,,
80,60,71,13,0.32,1.3,104.0,0.33,,,
81,58,68,13,0.32,1.3,105.0,0.33,,,
81,58,68,13,0.32,1.3,105.0,0.33,,,
81,58,68,13,0.31,1.3,105.0,0.33,,,
83,59,70,13,0.31,1.3,105.0,0.33,,,
83,59,70,13,0.31,1.3,105.0,0.33,,,
82,59,69,13,0.31,1.3,104.0,0.33,,,
82,59,69,13,0.31,1.3,104.0,0.33,,,
82,59,69,13,0.31,1.2,103.0,0.33,,,
81,58,68,13,0.3,1.2,103.0,0.33,,,
81,58,68,13,0.3,1.2,103.0,0.33,,,
81,58,68,13,0.3,1.2,103.0,0.33,,,
81,58,68,13,0.3,1.2,102.0,0.33,,,
80,57,67,13,0.3,1.2,102.0,0.33,,,
80,58,68,13,0.3,1.2,102.0,0.33,,,
80,57,67,13,0.3,1.2,101.0,0.33,,,
80,57,67,13,0.3,1.2,101.0,0.33,,,
81,58,68,13,0.3,1.2,101.0,0.33,,,
83,59,70,13,0.3,1.2,101.0,0.33,,,
83,59,70,13,0.3,1.2,101.0,0.33,,,
83,59,70,13,0.3,1.2,101.0,0.33,,,
83,59,70,13,0.3,1.2,101.0,0.33,,,
82,59,69,13,0.3,1.2,100.0,0.33,,,
82,59,69,13,0.3,1.2,101.0,0.33,,,
81,58,68,13,0.3,1.3,100.0,0.33,,,
82,58,69,13,0.31,1.3,100.0,0.33,,,
83,59,70,13,0.31,1.3,100.0,0.33,,,
83,59,70,13,0.31,1.3,99.0,0.33,,,
83,59,70,13,0.31,1.4,99.0,0.33,,,
83,59,69,13,0.31,1.5,99.0,0.33,,,
82,59,69,13,0.31,1.5,99.0,0.33,,,
81,58,68,13,0.31,1.6,99.0,0.33,,,
81,58,68,13,0.31,1.6,99.0,0.33,,,
84,60,71,13,0.32,1.6,100.0,0.33,,,
81,58,68,13,0.32,1.6,99.0,0.33,,,
83,59,69,13,0.32,1.6,100.0,0.33,,,
83,59,69,13,0.32,1.6,100.0,0.33,,,
83,59,69,13,0.32,1.6,100.0,0.33,,,
86,61,72,13,0.33,1.6,100.0,0.33,,,
86,61,72,13,0.33,1.6,100.0,0.33,,,
86,61,72,13,0.33,1.6,101.0,0.33,,,
87,61,72,13,0.33,1.6,105.0,0.33,,,
86,61,72,13,0.33,1.5,105.0,0.33,,,
85,60,71,13,0.33,1.5,100.0,0.33,,,
85,60,71,13,0.33,1.5,99.0,0.33,,,
84,60,71,13,0.33,1.5,98.0,0.33,,,
84,60,71,13,0.33,1.5,98.0,0.33,,,
84,60,71,13,0.33,1.5,98.0,0.34,,,
83,59,70,13,0.33,1.6,98.0,0.34,,,
83,59,70,13,0.33,1.6,98.0,0.35,,,
82,59,69,13,0.33,1.6,98.0,0.35,,,
82,59,69,13,0.34,1.6,98.0,0.36,,,
82,59,69,13,0.34,1.6,99.0,0.36,,,
82,59,69,13,0.34,1.7,100.0,0.36,,,
81,58,68,13,0.34,1.7,100.0,0.36,,,
80,58,68,13,0.35,1.8,100.0,0.36,,,
80,57,67,13,0.35,1.8,99.0,0.36,,,
80,57,67,13,0.36,1.8,99.0,0.36,,,
79,57,67,13,0.36,1.9,99.0,0.36,,,
77,56,65,13,0.36,1.9,100.0,0.36,,,
78,57,66,13,0.37,1.9,100.0,0.36,,,
78,57,66,14,0.38,1.9,99.0,0.36,,,
78,57,66,14,0.38,1.9,99.0,0.36,,,
78,57,66,14,0.38,1.9,99.0,0.37,,,
79,57,67,14,0.39,1.9,99.0,0.37,,,
79,57,67,14,0.39,1.9,99.0,0.37,,,
79,57,67,14,0.39,1.9,99.0,0.38,,,
78,57,66,14,0.39,1.9,98.0,0.39,,,
78,56,66,14,0.39,1.9,98.0,0.39,,,
78,57,66,14,0.39,1.9,98.0,0.4,,,
78,57,67,13,0.39,1.9,97.0,0.41,,,
79,57,67,13,0.39,1.9,97.0,0.41,,,
78,57,66,13,0.39,1.9,97.0,0.41,,,
78,57,66,13,0.39,2.0,98.0,0.42,,,
79,57,67,13,0.39,2.0,99.0,0.42,,,
79,57,67,13,0.4,2.0,100.0,0.42,,,
79,57,67,13,0.4,2.1,101.0,0.42,,,
80,57,67,13,0.4,2.1,102.0,0.42,,,
80,58,67,13,0.41,2.1,102.0,0.42,,,
80,57,67,13,0.41,2.1,102.0,0.42,,,
79,57,66,13,0.41,2.1,103.0,0.42,,,
78,57,66,13,0.41,2.1,104.0,0.42,,,
79,57,66,13,0.41,2.1,104.0,0.42,,,
80,57,67,13,0.41,2.1,104.0,0.41,,,
81,58,68,13,0.41,2.1,105.0,0.41,,,
81,58,68,13,0.41,2.1,105.0,0.41,,,
81,58,68,13,0.41,2.1,105.0,0.4,,,
80,58,68,13,0.41,2.0,105.0,0.4,,,
81,58,68,13,0.41,2.0,105.0,0.39,,,
79,57,67,13,0.41,1.9,105.0,0.39,,,
78,56,65,13,0.4,1.9,105.0,0.39,,,
78,57,66,13,0.4,1.9,105.0,0.39,,,
78,56,65,13,0.4,1.8,105.0,0.39,,,
78,57,66,13,0.4,1.8,105.0,0.38,,,
78,57,66,13,0.39,1.8,105.0,0.38,,,
77,56,65,13,0.39,1.8,104.0,0.38,,,
78,57,66,13,0.39,1.8,104.0,0.38,,,
78,57,66,13,0.39,1.8,104.0,0.38,,,
78,56,65,13,0.39,1.8,104.0,0.38,,,
78,57,66,14,0.39,1.8,103.0,0.38,,,
78,57,66,14,0.39,1.8,103.0,0.38,,,
79,57,66,14,0.4,1.8,102.0,0.38,,,
79,57,66,14,0.4,1.8,102.0,0.38,,,
79,57,66,14,0.4,1.9,101.0,0.39,,,
79,57,66,14,0.41,1.9,101.0,0.39,,,
79,57,66,14,0.42,2.0,101.0,0.4,,,
79,57,66,14,0.43,2.0,100.0,0.4,,,
78,57,66,14,0.43,2.1,100.0,0.41,,,
78,56,65,14,0.44,2.2,100.0,0.42,,,
78,57,66,14,0.46,2.3,101.0,0.42,,,
78,57,66,14,0.46,2.3,102.0,0.43,,,
79,57,66,13,0.48,2.4,102.0,0.43,,,
80,57,66,13,0.49,2.4,103.0,0.43,,,
79,57,67,14,0.49,2.5,103.0,0.43,,,
80,57,67,14,0.5,2.5,103.0,0.43,,,
80,58,68,14,0.5,2.5,103.0,0.44,,,
80,58,68,14,0.5,2.5,103.0,0.44,,,
77,56,65,14,0.5,2.5,102.0,0.44,,,
76,55,64,14,0.5,2.5,102.0,0.44,,,
75,55,63,14,0.5,2.4,101.0,0.44,,,
75,55,63,14,0.5,2.4,101.0,0.44,,,
77,56,65,14,0.5,2.4,101.0,0.44,,,
78,57,66,14,0.5,2.4,101.0,0.44,,,
79,57,67,14,0.5,2.4,101.0,0.44,,,
79,57,67,14,0.5,2.4,101.0,0.45,,,
78,57,66,14,0.5,2.4,101.0,0.45,,,
79,57,66,14,0.5,2.4,100.0,0.45,,,
81,58,68,14,0.5,2.4,100.0,0.46,,,
81,58,68,14,0.5,2.4,100.0,0.46,,,
82,58,68,14,0.5,2.5,100.0,0.46,,,
82,59,69,14,0.5,2.5,100.0,0.46,,,
83,59,70,14,0.51,2.5,99.0,0.47,,,
83,59,70,14,0.51,2.5,99.0,0.47,,,
84,59,70,14,0.52,2.6,98.0,0.48,,,
82,58,68,14,0.53,2.6,98.0,0.48,,,
80,58,68,14,0.54,2.6,98.0,0.49,,,
82,58,68,14,0.55,2.7,98.0,0.49,,,
80,58,68,14,0.56,2.7,99.0,0.49,,,
80,58,68,14,0.59,3.0,99.0,0.51,,,
82,58,68,14,0.59,3.0,99.0,0.51,,,
82,59,69,14,0.59,3.0,99.0,0.51,,,
82,59,69,14,0.59,3.0,99.0,0.51,,,
81,58,68,14,0.59,3.0,100.0,0.51,,,
80,57,67,14,0.59,3.0,100.0,0.51,,,
80,57,67,13,0.6,3.0,101.0,0.51,,,
79,57,67,13,0.6,3.0,102.0,0.51,,,
80,57,67,13,0.6,3.0,103.0,0.51,,,
79,57,66,13,0.6,3.0,103.0,0.51,,,
79,57,67,13,0.6,3.0,104.0,0.51,,,
78,57,66,13,0.6,3.0,103.0,0.52,,,
76,55,65,13,0.6,2.9,103.0,0.52,,,
75,55,63,13,0.6,2.9,102.0,0.52,,,
75,55,64,13,0.6,2.9,101.0,0.52,,,
74,55,63,13,0.6,2.9,101.0,0.52,,,
74,55,63,13,0.6,2.9,100.0,0.52,,,
72,53,61,13,0.6,2.9,100.0,0.52,,,
72,53,61,13,0.6,2.9,100.0,0.52,,,
75,55,63,13,0.6,2.9,100.0,0.52,,,
74,54,62,13,0.6,2.9,101.0,0.52,,,
74,54,62,13,0.6,2.9,101.0,0.52,,,
74,54,62,13,0.6,2.9,98.0,0.53,,,
75,55,64,12,0.61,2.9,98.0,0.53,,,
77,56,65,12,0.61,2.9,99.0,0.53,,,
78,56,65,12,0.61,2.9,104.0,0.53,,,
76,55,64,12,0.61,2.9,105.0,0.54,,,
75,55,63,12,0.62,2.9,105.0,0.54,,,
75,55,63,12,0.62,2.9,106.0,0.55,,,
75,55,63,12,0.62,2.9,106.0,0.56,,,
75,55,63,12,0.62,2.9,105.0,0.57,,,
76,58,68,12,0.61,2.9,105.0,0.57,,,
76,56,65,13,0.61,2.9,104.0,0.57,,,
76,56,65,13,0.61,2.9,104.0,0.58,,,
81,58,68,13,0.61,2.9,103.0,0.58,,,
83,59,69,14,0.61,2.9,103.0,0.59,,,
83,59,69,14,0.61,2.9,102.0,0.59,,,
80,57,67,14,0.61,2.9,102.0,0.59,,,
80,57,67,14,0.61,2.9,101.0,0.6,,,
80,57,67,14,0.61,2.9,102.0,0.6,,,
77,56,65,14,0.61,2.9,102.0,0.6,,,
78,56,65,14,0.62,2.9,103.0,0.6,,,
78,56,65,14,0.62,2.9,103.0,0.6,,,
78,56,66,14,0.62,3.0,104.0,0.6,,,
78,56,66,14,0.62,3.0,103.0,0.6,,,
78,56,66,14,0.62,3.0,103.0,0.6,,,
77,56,65,13,0.62,3.0,103.0,0.6,,,
77,56,65,13,0.62,3.0,104.0,0.59,,,
76,55,64,13,0.63,3.0,104.0,0.59,,,
76,55,64,13,0.63,3.0,104.0,0.59,,,
77,56,65,13,0.63,3.0,104.0,0.59,,,
77,56,65,13,0.63,2.9,104.0,0.59,,,
78,56,65,13,0.63,2.9,104.0,0.58,,,
76,56,64,13,0.63,2.9,104.0,0.58,,,
76,56,65,13,0.63,2.9,104.0,0.58,,,
76,56,65,13,0.63,2.9,105.0,0.58,,,
74,55,63,13,0.63,2.9,104.0,0.58,,,
76,55,64,13,0.63,2.9,104.0,0.58,,,
76,56,64,13,0.63,2.9,104.0,0.58,,,
76,56,65,13,0.63,2.9,104.0,0.58,,,
77,56,65,13,0.63,2.9,104.0,0.58,,,
78,56,66,13,0.63,2.9,103.0,0.58,,,
77,56,65,13,0.63,2.8,103.0,0.58,,,
76,56,65,13,0.62,2.8,103.0,0.58,,,
75,55,64,13,0.62,2.8,104.0,0.59,,,
76,55,64,13,0.62,2.8,105.0,0.59,,,
77,56,65,13,0.62,2.8,105.0,0.59,,,
77,56,65,13,0.62,2.8,106.0,0.58,,,
78,56,65,13,0.61,2.8,107.0,0.58,,,
79,57,66,13,0.61,2.7,107.0,0.58,,,
78,56,65,13,0.61,2.7,107.0,0.59,,,
78,57,66,13,0.6,2.7,107.0,0.59,,,
78,57,66,13,0.6,2.7,107.0,0.59,,,
78,57,66,13,0.59,2.7,107.0,0.59,,,
78,57,66,13,0.59,2.6,108.0,0.59,,,
78,57,66,13,0.59,2.6,107.0,0.59,,,
79,57,67,13,0.58,2.6,109.0,0.59,,,
79,57,67,13,0.58,2.6,109.0,0.58,,,
79,57,67,13,0.58,2.6,109.0,0.58,,,
78,57,66,13,0.57,2.5,110.0,0.58,,,
78,57,66,13,0.57,2.5,110.0,0.57,,,
78,56,65,13,0.56,2.4,110.0,0.56,,,
78,57,66,13,0.56,2.4,110.0,0.55,,,
79,57,67,13,0.55,2.4,110.0,0.55,,,
77,56,65,13,0.55,2.3,109.0,0.55,,,
77,56,65,13,0.54,2.3,109.0,0.55,,,
76,56,65,13,0.54,2.2,108.0,0.55,,,
77,56,65,13,0.53,2.2,107.0,0.55,,,
77,56,65,13,0.53,2.2,106.0,0.54,,,
77,56,65,13,0.53,2.2,107.0,0.53,,,
77,56,65,13,0.52,2.2,106.0,0.53,,,
76,56,64,13,0.52,2.2,107.0,0.53,,,
77,56,65,13,0.52,2.2,106.0,0.53,,,
77,56,65,13,0.52,2.2,106.0,0.53,,,
77,56,65,13,0.52,2.2,106.0,0.52,,,
73,54,62,13,0.52,2.2,105.0,0.52,,,
73,54,63,13,0.52,2.2,106.0,0.52,,,
73,54,63,13,0.52,2.2,106.0,0.52,,,
70,52,60,13,0.52,2.2,106.0,0.51,,,
70,52,60,13,0.52,2.2,106.0,0.51,,,
59,47,52,13,0.52,2.2,106.0,0.51,,,
65,50,56,13,0.51,2.2,105.0,0.51,,,
76,55,63,13,0.51,2.2,104.0,0.5,,,
79,57,65,13,0.51,2.1,104.0,0.49,,,
65,47,56,13,0.51,2.1,104.0,0.49,,,
76,55,64,13,0.51,2.1,104.0,0.49,,,
76,55,64,13,0.51,2.1,104.0,0.49,,,
76,55,64,13,0.51,2.1,104.0,0.49,,,
75,55,64,13,0.51,2.1,104.0,0.5,,,
77,56,65,13,0.51,2.1,104.0,0.5,,,
78,56,66,13,0.51,2.0,103.0,0.5,,,
78,57,66,13,0.5,2.0,103.0,0.51,,,
78,56,66,13,0.5,2.0,103.0,0.52,,,
77,56,65,13,0.5,2.0,103.0,0.52,,,
77,56,65,13,0.5,2.0,103.0,0.52,,,
77,56,65,13,0.49,2.0,103.0,0.53,,,
77,56,65,13,0.49,2.0,103.0,0.53,,,
77,56,65,13,0.49,1.9,103.0,0.53,,,
77,56,65,13,0.49,1.9,103.0,0.53,,,
77,56,65,13,0.48,1.9,103.0,0.54,,,
78,57,66,13,0.48,1.9,103.0,0.54,,,
79,57,66,13,0.48,1.9,103.0,0.54,,,
79,57,66,13,0.48,1.9,103.0,0.54,,,
79,57,67,13,0.48,1.9,103.0,0.54,,,
79,57,67,13,0.48,1.9,103.0,0.53,,,
79,57,67,13,0.48,1.9,103.0,0.53,,,
79,57,67,13,0.48,1.9,103.0,0.53,,,
79,57,67,13,0.48,2.0,103.0,0.53,,,
81,58,68,13,0.48,2.0,103.0,0.53,,,
81,58,68,14,0.48,2.0,103.0,0.53,,,
80,58,67,14,0.48,2.0,103.0,0.53,,,
80,58,67,14,0.48,2.0,103.0,0.53,,,
80,58,67,14,0.48,2.0,103.0,0.52,,,
81,58,68,14,0.48,2.0,103.0,0.52,,,
80,58,67,14,0.48,2.0,104.0,0.52,,,
80,58,67,14,0.48,2.0,104.0,0.52,,,
80,58,67,14,0.48,2.0,104.0,0.52,,,
82,58,68,14,0.48,2.0,103.0,0.52,,,
81,58,68,14,0.48,2.0,103.0,0.52,,,
81,58,68,14,0.48,2.1,103.0,0.52,,,
81,58,68,14,0.48,2.1,102.0,0.52,,,
81,58,68,14,0.49,2.1,102.0,0.52,,,
81,58,68,14,0.49,2.1,101.0,0.52,,,
81,58,68,14,0.49,2.1,101.0,0.52,,,
81,58,68,14,0.49,2.2,101.0,0.52,,,
81,58,68,14,0.5,2.2,102.0,0.52,,,
81,58,68,14,0.5,2.2,102.0,0.52,,,
81,58,68,13,0.51,2.2,102.0,0.52,,,
82,58,68,13,0.51,2.2,102.0,0.52,,,
84,59,70,13,0.51,2.2,103.0,0.52,,,
85,60,71,13,0.51,2.2,103.0,0.52,,,
85,60,71,13,0.51,2.2,103.0,0.52,,,
93,64,77,13,0.51,2.2,103.0,0.52,,,
83,59,70,13,0.5,2.2,104.0,0.52,,,
84,60,71,13,0.5,2.2,105.0,0.52,,,
84,60,71,13,0.5,2.1,106.0,0.52,,,
85,60,71,13,0.49,2.0,106.0,0.52,,,
85,60,71,13,0.48,2.0,107.0,0.52,,,
84,59,70,13,0.47,1.9,107.0,0.52,,,
83,59,70,13,0.46,1.8,107.0,0.52,,,
83,59,70,13,0.44,1.7,108.0,0.52,,,
83,59,70,13,0.44,1.6,108.0,0.52,,,
84,59,70,13,0.42,1.5,108.0,0.52,,,
84,60,71,13,0.42,1.5,108.0,0.52,,,
84,60,71,13,0.41,1.4,107.0,0.52,,,
84,60,71,13,0.4,1.4,107.0,0.52,,,
85,60,71,13,0.39,1.3,107.0,0.52,,,
85,60,71,13,0.38,1.3,106.0,0.51,,,
85,60,71,13,0.38,1.3,106.0,0.5,,,
84,60,71,13,0.37,1.3,105.0,0.48,,,
84,60,71,13,0.37,1.3,105.0,0.47,,,
84,61,73,13,0.36,1.3,105.0,0.46,,,
84,59,70,13,0.36,1.3,105.0,0.44,,,
83,59,70,13,0.36,1.3,105.0,0.44,,,
84,59,70,13,0.35,1.3,105.0,0.43,,,
84,59,70,13,0.35,1.3,105.0,0.42,,,
84,59,70,13,0.35,1.3,105.0,0.42,,,
84,59,70,13,0.35,1.3,105.0,0.42,,,
84,59,70,13,0.35,1.3,105.0,0.42,,,
83,59,70,13,0.34,1.2,104.0,0.42,,,
84,59,70,13,0.34,1.2,104.0,0.42,,,
83,59,70,13,0.34,1.2,104.0,0.41,,,
84,59,70,13,0.33,1.2,104.0,0.41,,,
84,60,71,13,0.33,1.1,104.0,0.41,,,
84,60,71,13,0.32,1.1,103.0,0.41,,,
85,60,71,13,0.32,1.1,103.0,0.4,,,
85,60,71,13,0.31,1.1,103.0,0.4,,,
86,60,72,13,0.31,1.1,103.0,0.4,,,
86,60,72,13,0.3,1.0,103.0,0.39,,,
87,61,73,13,0.3,1.0,103.0,0.39,,,
87,61,73,13,0.29,1.0,103.0,0.39,,,
88,61,73,13,0.29,1.0,103.0,0.38,,,
88,61,73,13,0.29,1.0,102.0,0.38,,,
87,61,73,13,0.28,1.0,102.0,0.38,,,
87,61,73,13,0.28,1.0,102.0,0.37,,,
87,61,73,13,0.28,1.0,102.0,0.37,,,
84,59,70,13,0.27,1.0,102.0,0.37,,,
84,59,70,13,0.27,1.0,102.0,0.37,,,
83,59,70,13,0.27,1.0,102.0,0.37,,,
83,59,70,13,0.27,1.0,101.0,0.37,,,
84,59,70,13,0.27,1.1,104.0,0.37,,,
85,60,71,13,0.27,1.1,104.0,0.37,,,
85,60,71,13,0.27,1.1,104.0,0.37,,,
86,60,72,13,0.27,1.1,104.0,0.37,,,
86,61,72,13,0.28,1.2,104.0,0.37,,,
86,61,72,13,0.28,1.2,104.0,0.37,,,
86,60,72,13,0.28,1.2,105.0,0.37,,,
85,60,71,13,0.29,1.2,101.0,0.37,,,
84,60,71,13,0.29,1.2,101.0,0.37,,,
84,59,70,13,0.3,1.2,100.0,0.37,,,
80,58,68,13,0.3,1.3,100.0,0.37,,,
79,57,67,13,0.3,1.3,100.0,0.37,,,
79,57,67,13,0.31,1.3,99.0,0.36,,,
79,57,67,13,0.31,1.3,99.0,0.36,,,
81,58,68,13,0.31,1.4,99.0,0.36,,,
81,58,68,13,0.31,1.4,99.0,0.36,,,
81,58,68,13,0.31,1.4,99.0,0.36,,,
81,58,68,13,0.31,1.4,99.0,0.37,,,
81,58,68,13,0.31,1.4,99.0,0.37,,,
81,58,68,13,0.31,1.4,98.0,0.37,,,
81,58,68,13,0.31,1.5,98.0,0.37,,,
81,58,68,13,0.31,1.5,98.0,0.38,,,
81,58,68,13,0.32,1.5,98.0,0.38,,,
81,58,68,13,0.32,1.5,98.0,0.38,,,
81,58,68,13,0.33,1.5,98.0,0.39,,,
81,58,68,13,0.33,1.5,99.0,0.39,,,
81,58,68,13,0.34,1.6,98.0,0.39,,,
80,58,67,13,0.35,1.7,98.0,0.4,,,
80,57,67,13,0.35,1.7,98.0,0.4,,,
78,57,66,13,0.36,1.8,98.0,0.4,,,
77,56,65,13,0.37,1.9,98.0,0.41,,,
77,56,65,13,0.38,2.0,98.0,0.41,,,
78,56,66,13,0.4,2.1,98.0,0.41,,,
78,56,66,13,0.41,2.2,98.0,0.42,,,
79,57,67,13,0.42,2.3,98.0,0.42,,,
77,56,65,13,0.44,2.3,98.0,0.42,,,
78,57,66,13,0.45,2.3,98.0,0.42,,,
78,56,65,13,0.46,2.3,98.0,0.43,,,
80,57,67,13,0.47,2.3,98.0,0.43,,,
80,58,68,13,0.47,2.3,98.0,0.43,,,
80,58,68,13,0.47,2.3,98.0,0.43,,,
79,57,67,13,0.47,2.3,98.0,0.43,,,
79,57,67,13,0.47,2.3,98.0,0.43,,,
78,57,66,13,0.47,2.3,98.0,0.43,,,
79,57,67,13,0.47,2.3,98.0,0.43,,,
80,58,68,13,0.48,2.3,98.0,0.43,,,
81,58,68,13,0.48,2.3,98.0,0.43,,,
82,58,68,13,0.48,2.3,98.0,0.44,,,
82,58,68,13,0.48,2.3,98.0,0.44,,,
81,58,68,13,0.48,2.3,97.0,0.44,,,
81,58,68,13,0.48,2.4,97.0,0.44,,,
81,58,68,13,0.48,2.4,97.0,0.44,,,
80,58,68,13,0.49,2.4,98.0,0.44,,,
80,57,67,13,0.49,2.5,98.0,0.45,,,
80,58,68,13,0.49,2.5,98.0,0.45,,,
80,58,68,13,0.49,2.5,99.0,0.45,,,
80,57,67,13,0.49,2.5,99.0,0.45,,,
81,58,68,13,0.49,2.5,99.0,0.45,,,
81,58,68,13,0.49,2.5,99.0,0.45,,,
81,58,68,13,0.49,2.5,98.0,0.45,,,
81,58,68,13,0.48,2.5,98.0,0.45,,,
81,58,68,13,0.48,2.4,98.0,0.45,,,
82,59,69,13,0.48,2.4,97.0,0.46,,,
83,59,69,13,0.47,2.4,97.0,0.46,,,
85,60,71,13,0.47,2.4,98.0,0.46,,,
80,57,67,13,0.47,2.4,98.0,0.46,,,
80,57,67,13,0.47,2.4,98.0,0.46,,,
80,58,68,13,0.47,2.4,98.0,0.47,,,
80,58,68,13,0.47,2.4,99.0,0.47,,,
79,57,67,13,0.47,2.4,99.0,0.47,,,
79,57,67,13,0.47,2.4,99.0,0.47,,,
79,57,67,13,0.47,2.4,99.0,0.48,,,
79,57,67,13,0.47,2.4,99.0,0.48,,,
79,57,67,13,0.47,2.4,99.0,0.48,,,
80,57,67,13,0.47,2.4,98.0,0.48,,,
80,58,68,13,0.47,2.4,98.0,0.48,,,
80,58,68,13,0.47,2.5,98.0,0.48,,,
80,58,68,13,0.47,2.5,97.0,0.48,,,
80,58,68,13,0.48,2.5,96.0,0.48,,,
80,58,68,13,0.48,2.5,96.0,0.48,,,
81,58,68,13,0.49,2.6,96.0,0.49,,,
